Year,State,City,Population,Month,Month_No,2W,3W,4W,Bus,Goods,Total_EV,Public_AC,Public_DC,Private,Highway_Fast,Total_Charging_Stations,Station_Utilization,Avg_Daily_Sessions,Station_ID,Station_Name,Latitude,Longitude,Station_Type,Operator,Charger_Type,Total_Chargers,AC_Chargers,DC_Chargers,Fast_Chargers,Installation_Year,Parking_Capacity,Nearby_Highway,Nearby_Mall,Nearby_Hospital,Nearby_EV_Population,Status,Fast_Charger_Ratio,DC_Ratio,Station_Age,Utilization_Level,Avg_Daily_Users,Peak_Hour_Users,Avg_Wait_Time_Min,Avg_Charging_Time_Min,Queue_Length,Energy_Delivered_kWh,Usage_Utilization,Fault_Count,Downtime_Hours,Revenue_INR,Customer_Rating,Sessions,Completed_Sessions,Cancelled_Sessions,Demand_Level,EV_Per_Station,Chargers_Per_Station,Revenue_Per_Session,Completion_Rate,Cancellation_Rate,Downtime_Percentage,Queue_Per_User
2021,0,113,2287676,9,11.0,1330.0,249.0,187.0,16.0,74.0,1856.0,12.0,4.0,7.0,2.0,25.0,57.9,189.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,71.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0
2021,0,113,2287676,2,12.0,1258.0,235.0,176.0,15.0,70.0,1754.0,12.0,4.0,7.0,2.0,25.0,57.9,189.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,67.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,4,1.0,1166.0,218.0,163.0,14.0,65.0,1626.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,47.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,3,2.0,1174.0,220.0,165.0,14.0,66.0,1639.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,48.205882352941174,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,7,3.0,1213.0,227.0,170.0,15.0,68.0,1693.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,49.794117647058826,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,0,4.0,1090.0,204.0,153.0,13.0,61.0,1521.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,44.73529411764706,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,8,5.0,1350.0,253.0,189.0,16.0,75.0,1883.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,55.38235294117647,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,6,6.0,1288.0,241.0,181.0,16.0,72.0,1798.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,52.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,5,7.0,1180.0,221.0,165.0,14.0,66.0,1646.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,48.411764705882355,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,1,8.0,1427.0,267.0,200.0,17.0,80.0,1991.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,58.55882352941177,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,11,9.0,1523.0,285.0,214.0,19.0,85.0,2126.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,62.529411764705884,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,10,10.0,1706.0,319.0,239.0,21.0,95.0,2380.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,9,11.0,1530.0,286.0,215.0,19.0,86.0,2136.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,62.8235294117647,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,113,2333266,2,12.0,1361.0,255.0,191.0,17.0,76.0,1900.0,15.0,6.0,9.0,3.0,33.0,67.8,234.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,55.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,4,1.0,1538.0,288.0,216.0,19.0,86.0,2147.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,47.71111111111111,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,3,2.0,1333.0,249.0,187.0,16.0,74.0,1859.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,41.31111111111111,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,7,3.0,1684.0,315.0,236.0,21.0,94.0,2350.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,52.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,0,4.0,1492.0,279.0,209.0,18.0,83.0,2081.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,46.24444444444445,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,8,5.0,1292.0,242.0,181.0,16.0,72.0,1803.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,40.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,6,6.0,1858.0,348.0,261.0,23.0,104.0,2594.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,57.644444444444446,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,5,7.0,1813.0,339.0,254.0,22.0,101.0,2529.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,56.2,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,1,8.0,1835.0,344.0,258.0,22.0,103.0,2562.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,56.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,11,9.0,1520.0,285.0,213.0,19.0,85.0,2122.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,47.15555555555556,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,10,10.0,1893.0,355.0,266.0,23.0,106.0,2643.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,58.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,9,11.0,1580.0,296.0,222.0,19.0,88.0,2205.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,49.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,113,2352324,2,12.0,2202.0,413.0,309.0,27.0,123.0,3074.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,68.31111111111112,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,4,1.0,1984.0,372.0,279.0,24.0,111.0,2770.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,44.67741935483871,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,3,2.0,1717.0,321.0,241.0,21.0,96.0,2396.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,38.645161290322584,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,7,3.0,1807.0,338.0,254.0,22.0,101.0,2522.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,40.67741935483871,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,0,4.0,1981.0,371.0,278.0,24.0,111.0,2765.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,44.596774193548384,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,8,5.0,1567.0,293.0,220.0,19.0,88.0,2187.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,35.274193548387096,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,6,6.0,1808.0,339.0,254.0,22.0,101.0,2524.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,40.70967741935484,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,5,7.0,1839.0,344.0,258.0,22.0,103.0,2566.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,41.38709677419355,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,1,8.0,1902.0,356.0,267.0,23.0,107.0,2655.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,42.82258064516129,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,11,9.0,2255.0,422.0,317.0,28.0,126.0,3148.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,50.774193548387096,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,10,10.0,2578.0,483.0,362.0,32.0,145.0,3600.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,58.064516129032256,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,9,11.0,1992.0,373.0,280.0,24.0,112.0,2781.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,44.854838709677416,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,113,2401227,2,12.0,2514.0,471.0,353.0,31.0,141.0,3510.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,56.61290322580645,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,4,1.0,2342.0,439.0,329.0,29.0,131.0,3270.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45.416666666666664,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,3,2.0,1950.0,365.0,274.0,24.0,109.0,2722.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,37.80555555555556,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,7,3.0,1755.0,329.0,246.0,21.0,98.0,2449.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,34.013888888888886,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,0,4.0,1802.0,337.0,253.0,22.0,101.0,2515.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,34.93055555555556,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,8,5.0,1877.0,352.0,264.0,23.0,105.0,2621.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,36.40277777777778,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,6,6.0,1870.0,350.0,263.0,23.0,105.0,2611.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,36.263888888888886,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,5,7.0,2428.0,455.0,341.0,30.0,136.0,3390.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,47.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,1,8.0,1942.0,364.0,273.0,24.0,109.0,2712.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,37.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,113,2444384,11,9.0,2142.0,401.0,301.0,26.0,120.0,2990.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,126,112,0.0,0.0,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,41.52777777777778,0.0,0.0,0.0,0.0,0.0,0.0
