Year,State,City,Population,Month,Month_No,2W,3W,4W,Bus,Goods,Total_EV,Public_AC,Public_DC,Private,Highway_Fast,Total_Charging_Stations,Station_Utilization,Avg_Daily_Sessions,Station_ID,Station_Name,Latitude,Longitude,Station_Type,Operator,Charger_Type,Total_Chargers,AC_Chargers,DC_Chargers,Fast_Chargers,Installation_Year,Parking_Capacity,Nearby_Highway,Nearby_Mall,Nearby_Hospital,Nearby_EV_Population,Status,Fast_Charger_Ratio,DC_Ratio,Station_Age,Utilization_Level,Avg_Daily_Users,Peak_Hour_Users,Avg_Wait_Time_Min,Avg_Charging_Time_Min,Queue_Length,Energy_Delivered_kWh,Usage_Utilization,Fault_Count,Downtime_Hours,Revenue_INR,Customer_Rating,Sessions,Completed_Sessions,Cancelled_Sessions,Demand_Level
2023,Andhra Pradesh,Visakhapatnam,2352324,April,4.0,1492.0,279.0,209.0,18.0,83.0,2081.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,May,5.0,1292.0,242.0,181.0,16.0,72.0,1803.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,June,6.0,1858.0,348.0,261.0,23.0,104.0,2594.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,July,7.0,1813.0,339.0,254.0,22.0,101.0,2529.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,August,8.0,1835.0,344.0,258.0,22.0,103.0,2562.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,September,9.0,1520.0,285.0,213.0,19.0,85.0,2122.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,October,10.0,1893.0,355.0,266.0,23.0,106.0,2643.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,November,11.0,1580.0,296.0,222.0,19.0,88.0,2205.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Visakhapatnam,2352324,December,12.0,2202.0,413.0,309.0,27.0,123.0,3074.0,20.0,10.0,9.0,5.0,44.0,53.4,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,January,1.0,1984.0,372.0,279.0,24.0,111.0,2770.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,February,2.0,1717.0,321.0,241.0,21.0,96.0,2396.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,March,3.0,1807.0,338.0,254.0,22.0,101.0,2522.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,April,4.0,1981.0,371.0,278.0,24.0,111.0,2765.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,May,5.0,1567.0,293.0,220.0,19.0,88.0,2187.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,June,6.0,1808.0,339.0,254.0,22.0,101.0,2524.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,July,7.0,1839.0,344.0,258.0,22.0,103.0,2566.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,August,8.0,1902.0,356.0,267.0,23.0,107.0,2655.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,September,9.0,2255.0,422.0,317.0,28.0,126.0,3148.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,October,10.0,2578.0,483.0,362.0,32.0,145.0,3600.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,November,11.0,1992.0,373.0,280.0,24.0,112.0,2781.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Visakhapatnam,2401227,December,12.0,2514.0,471.0,353.0,31.0,141.0,3510.0,32.0,15.0,7.0,7.0,61.0,72.2,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,January,1.0,2342.0,439.0,329.0,29.0,131.0,3270.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,February,2.0,1950.0,365.0,274.0,24.0,109.0,2722.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,March,3.0,1755.0,329.0,246.0,21.0,98.0,2449.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,April,4.0,1802.0,337.0,253.0,22.0,101.0,2515.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,May,5.0,1877.0,352.0,264.0,23.0,105.0,2621.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,June,6.0,1870.0,350.0,263.0,23.0,105.0,2611.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,July,7.0,2428.0,455.0,341.0,30.0,136.0,3390.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,August,8.0,1942.0,364.0,273.0,24.0,109.0,2712.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,September,9.0,2142.0,401.0,301.0,26.0,120.0,2990.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,October,10.0,2645.0,495.0,371.0,33.0,148.0,3692.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,November,11.0,2892.0,542.0,406.0,36.0,162.0,4038.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Andhra Pradesh,Visakhapatnam,2444384,December,12.0,2455.0,460.0,345.0,30.0,138.0,3428.0,37.0,13.0,12.0,9.0,71.0,60.6,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,January,1.0,1211.0,227.0,170.0,15.0,68.0,1691.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,February,2.0,867.0,162.0,122.0,10.0,48.0,1209.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,March,3.0,1125.0,211.0,158.0,14.0,63.0,1571.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,April,4.0,1033.0,193.0,145.0,12.0,58.0,1441.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,May,5.0,1205.0,226.0,169.0,15.0,67.0,1682.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,June,6.0,1072.0,201.0,150.0,13.0,60.0,1496.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,July,7.0,863.0,161.0,121.0,10.0,48.0,1203.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,August,8.0,1064.0,199.0,149.0,13.0,59.0,1484.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,September,9.0,916.0,171.0,128.0,11.0,51.0,1277.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,October,10.0,1109.0,207.0,155.0,13.0,62.0,1546.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,November,11.0,1002.0,187.0,140.0,12.0,56.0,1397.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Andhra Pradesh,Vijayawada,414005,December,12.0,1188.0,222.0,167.0,14.0,66.0,1657.0,27.0,11.0,16.0,5.0,59.0,56.5,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,January,1.0,1468.0,275.0,206.0,18.0,82.0,2049.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,February,2.0,1299.0,243.0,182.0,16.0,73.0,1813.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,March,3.0,1416.0,265.0,199.0,17.0,79.0,1976.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,April,4.0,1379.0,258.0,193.0,17.0,77.0,1924.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,May,5.0,1480.0,277.0,208.0,18.0,83.0,2066.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,June,6.0,1116.0,209.0,156.0,13.0,62.0,1556.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,July,7.0,1430.0,268.0,201.0,17.0,80.0,1996.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,August,8.0,1254.0,235.0,176.0,15.0,70.0,1750.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,September,9.0,1083.0,203.0,152.0,13.0,60.0,1511.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,October,10.0,1600.0,300.0,225.0,20.0,90.0,2235.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,November,11.0,1689.0,316.0,237.0,21.0,95.0,2358.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Andhra Pradesh,Vijayawada,420791,December,12.0,1811.0,339.0,254.0,22.0,101.0,2527.0,34.0,18.0,17.0,6.0,75.0,67.3,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,January,1.0,1406.0,263.0,197.0,17.0,79.0,1962.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,February,2.0,1708.0,320.0,240.0,21.0,96.0,2385.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,March,3.0,1533.0,287.0,215.0,19.0,86.0,2140.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,April,4.0,1838.0,344.0,258.0,22.0,103.0,2565.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,May,5.0,1590.0,298.0,223.0,19.0,89.0,2219.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,June,6.0,1829.0,342.0,257.0,22.0,102.0,2552.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,July,7.0,1821.0,341.0,256.0,22.0,102.0,2542.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,August,8.0,1688.0,316.0,237.0,21.0,94.0,2356.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,September,9.0,1671.0,313.0,235.0,20.0,94.0,2333.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,October,10.0,1624.0,304.0,228.0,20.0,91.0,2267.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,November,11.0,2063.0,386.0,290.0,25.0,116.0,2880.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Andhra Pradesh,Vijayawada,427191,December,12.0,2213.0,415.0,311.0,27.0,124.0,3090.0,49.0,26.0,11.0,14.0,100.0,63.6,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,January,1.0,1574.0,295.0,221.0,19.0,88.0,2197.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,February,2.0,1564.0,293.0,220.0,19.0,88.0,2184.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,March,3.0,1539.0,288.0,216.0,19.0,86.0,2148.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,April,4.0,1554.0,291.0,218.0,19.0,87.0,2169.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,May,5.0,1983.0,371.0,278.0,24.0,111.0,2767.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,June,6.0,1597.0,299.0,224.0,19.0,89.0,2228.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,July,7.0,1970.0,369.0,277.0,24.0,110.0,2750.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,August,8.0,1599.0,299.0,224.0,19.0,89.0,2230.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,September,9.0,1956.0,366.0,275.0,24.0,110.0,2731.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,October,10.0,2309.0,433.0,324.0,28.0,129.0,3223.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,November,11.0,2568.0,481.0,361.0,32.0,144.0,3586.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Andhra Pradesh,Vijayawada,433280,December,12.0,2659.0,498.0,374.0,33.0,149.0,3713.0,70.0,28.0,16.0,18.0,132.0,64.9,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
